Strata,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,,,,,,,,,,,,,
Age 11-60 Male,0.003414715,0.002463189,1.003420552,0.998587863,1.008277,0.02201116,0.0225102,1.00220354,0.997791559,1.00663503,0.000296589,0.000996583,1.003803554,0.97901733,1.029217,2.11E-04,0.000311667,1.001371002,0.997402804,1.005355,,1.003420552,0.998587863,1.008276629,1.00220354,0.997791559,1.00663503,1.003803554,0.97901733,1.029217303,1.001372441,0.997404237,1.005356432
Age 60+All,0.00204367,0.003427467,1.00204576,0.995336742,1.0088,0.01457194,0.0313402,1.001458256,0.995325475,1.007628826,0.000408497,0.001322409,1.005242455,0.972439092,1.039152,1.74E-04,0.000431404,1.00113259,0.995645371,1.00665,,1.00204576,0.995336742,1.0088,1.001458256,0.995325475,1.007628826,1.005242455,0.972439092,1.039152377,1.00113164,0.995644426,1.006649095
Age 60+ Female,0.001662909,0.004084658,1.001664292,0.993677054,1.009716,-0.00396454,0.03731496,0.999603625,0.992319461,1.006941258,0.000486879,0.001719611,1.006251511,0.963763304,1.050613,0.000132224,0.000514322,1.000859825,0.994323168,1.007439,,1.001664292,0.993677054,1.009715733,0.999603625,0.992319461,1.006941258,1.006251511,0.963763304,1.050612841,1.000859825,0.994323168,1.007439455
Age 60+ Male,0.002604557,0.004730921,1.002607952,0.993354134,1.011948,0.04263066,0.04325777,1.004272166,0.995793416,1.012823109,0.000563655,0.001986649,1.007240873,0.958269461,1.058715,0.000234341,0.000595108,1.001524377,0.993959856,1.009146,,1.002607952,0.993354134,1.011947976,1.004272166,0.995793416,1.012823109,1.007240873,0.958269461,1.058714921,1.001524377,0.993959856,1.009146468
All: LAG 4,-0.000346898,0.00205327,0.999653162,0.995638233,1.003684,0.003761549,0.018770848,1.000376226,0.996702517,1.004063475,0.000246957,0.00060657,1.003166051,0.988015811,1.018549,-0.000105901,0.000258112,0.99931188,0.996031193,1.002603,,0.999653162,0.995638233,1.003684282,1.000376226,0.996702517,1.004063475,1.003166051,0.988015811,1.018548605,0.99931188,0.996031193,1.002603373
Female,4.16E-05,0.002565491,1.000041555,0.995025605,1.005083,0.002500582,0.023382674,1.000250089,0.995676428,1.00484476,0.000307663,0.000773979,1.003945851,0.984639693,1.023631,0.000170576,0.000321735,1.001109359,0.997014306,1.005221,,1.000041601,0.995025651,1.005082836,1.000250089,0.995676428,1.00484476,1.003945851,0.984639693,1.023630551,1.001109359,0.997014306,1.005221231
Male,-0.000660804,0.002284908,0.999339414,0.99487396,1.003825,0.004873005,0.020942738,1.000487419,0.996389059,1.004602637,0.000275497,0.000782064,1.003532587,0.984034757,1.023417,-0.000331327,0.000287727,0.997848692,0.994197632,1.001513,,0.999339414,0.99487396,1.003824912,1.000487419,0.996389059,1.004602637,1.003532587,0.984034757,1.023416749,0.997848692,0.994197632,1.00151316
Warm All,-0.00353988,0.002419863,0.996466378,0.991751396,1.001204,-0.007537302,0.02959626,0.999246554,0.993466837,1.005059895,0.000288168,0.000750804,1.003695361,0.984966528,1.02278,-0.0005812,0.000336906,0.996229327,0.991962492,1.000515,,0.996466378,0.991751396,1.001203775,0.999246554,0.993466837,1.005059895,1.003695361,0.984966528,1.022780318,0.996229327,0.991962492,1.000514515
Warm Female,-0.004554521,0.002903593,0.995455835,0.989806744,1.001137,-0.01650507,0.03553676,0.998350854,0.991421297,1.005328846,0.000344685,0.000993272,1.004421715,0.979701603,1.029766,-0.000571935,0.000404767,0.996289324,0.991164951,1.00144,,0.995455835,0.989806744,1.001137167,0.998350854,0.991421297,1.005328846,1.004421715,0.979701603,1.029765572,0.996289324,0.991164951,1.00144019
Warm Male,-0.002713671,0.002832774,0.997290008,0.991768161,1.002843,-9.66E-05,0.03461589,0.99999034,0.993228655,1.006798057,3.38E-04,0.000994108,1.004338382,0.979599775,1.029702,-0.000583655,0.00039406,0.99621343,0.991224648,1.001227,,0.997290008,0.991768161,1.002842599,0.99999034,0.993228655,1.006798057,1.004335772,0.97959723,1.029699057,0.99621343,0.991224648,1.001227319
Cold All,0.002722539,0.003556771,1.002726248,0.995760281,1.009741,0.01018019,0.02486317,1.001018537,0.996152259,1.005908588,0.000440349,0.001001042,1.005652382,0.98071079,1.031228,0.000299156,0.000392526,1.001946406,0.996948398,1.006969,,1.002726248,0.995760281,1.009740947,1.001018537,0.996152259,1.005908588,1.005652382,0.98071079,1.031228293,1.001946406,0.996948398,1.00696947
Cold Female,0.004743549,0.00454596,1.004754817,0.995842135,1.013747,0.01158473,0.03189017,1.001159144,0.994920942,1.00743646,0.000560935,0.001237581,1.007205806,0.976414135,1.038969,0.000783368,0.000500843,1.005104878,0.998711982,1.011539,,1.004754817,0.995842135,1.013747267,1.001159144,0.994920942,1.00743646,1.007205806,0.976414135,1.038968506,1.005104878,0.998711982,1.011538695
Cold Male,0.000978458,0.003818343,1.000978937,0.993515621,1.008498,0.008930386,0.0266139,1.000893437,0.995686046,1.006128063,0.00047382,0.001264254,1.006083325,0.974673527,1.038505,-0.000116285,0.00042183,0.999244433,0.993888783,1.004629,,1.000978937,0.993515621,1.008498318,1.000893437,0.995686046,1.006128063,1.006083325,0.974673527,1.038505334,0.999244433,0.993888783,1.004628942
Age 0-10 All,-0.00567952,0.004101277,0.994336578,0.98637564,1.002362,-0.08093421,0.03834201,0.991939243,0.984512726,0.99942178,0.000493356,0.001074031,1.006334938,0.979581016,1.03382,-0.001022954,0.00052052,0.993372856,0.986807173,0.999982,,0.994336578,0.98637564,1.002361768,0.991939243,0.984512726,0.99942178,1.006334938,0.979581016,1.033819552,0.993372856,0.986807173,0.999982224
Age 0-10 Female,-0.007690188,0.005694132,0.992339306,0.981325876,1.003476,-0.10208164,0.05326264,0.989843762,0.979564062,1.00023134,0.000684729,0.001487175,1.008803052,0.971857864,1.047153,-0.000761452,0.000722431,0.99506279,0.985946477,1.004263,,0.992339306,0.981325876,1.003476339,0.989843762,0.979564062,1.00023134,1.008803052,0.971857864,1.047152712,0.99506279,0.985946477,1.004263395
Age 0-10 Male,-0.004198173,0.0050159,0.995810627,0.986068616,1.005649,-0.06550602,0.04689763,0.993470806,0.984380729,1.002644825,6.03E-04,0.001315343,1.007753552,0.975041078,1.041564,-0.001211887,0.000636855,0.992153679,0.984136376,1.000236,,0.995810627,0.986068616,1.005648886,0.993470806,0.984380729,1.002644825,1.007748264,0.975035961,1.041558058,0.992153679,0.984136376,1.000236295
Age 11-60 All,-1.21E-05,0.002205205,0.999987852,0.99567503,1.004319,0.01466107,0.02010004,1.001467182,0.997529556,1.005420352,0.000265701,0.000743145,1.003406763,0.984872538,1.02229,-9.50E-05,0.000277023,0.999382592,0.995861715,1.002916,,0.9999879,0.995675078,1.004319404,1.001467182,0.997529556,1.005420352,1.003406763,0.984872538,1.022289781,0.999382691,0.995861813,1.002916016
Age 11-60 Female,0.001629136,0.002946308,1.001630464,0.995862954,1.007431,0.01997839,0.02676081,1.001999836,0.996757987,1.007269251,0.00035355,0.000966434,1.004535695,0.98047272,1.029189,0.000290429,0.000369092,1.001889571,0.997189513,1.006612,,1.001630464,0.995862954,1.007431376,1.001999836,0.996757987,1.007269251,1.004535695,0.98047272,1.029189229,1.001889571,0.997189513,1.006611783
Age 11-60 Male,-0.001163516,0.002478945,0.998837161,0.993995849,1.003702,0.01091951,0.02266119,1.001092547,0.996655962,1.005548883,0.0002996,0.001005714,1.003842243,0.978830808,1.029493,-0.000364982,0.000311964,0.997630429,0.993673294,1.001603,,0.998837161,0.993995849,1.003702052,1.001092547,0.996655962,1.005548883,1.003842243,0.978830808,1.029492778,0.997630429,0.993673294,1.001603322
Age 60+All,0.001793265,0.003436045,1.001794874,0.995070805,1.008564,0.01533498,0.03128683,1.001534674,0.995411837,1.007695174,0.000410653,0.001335813,1.005270197,0.972138964,1.039531,0.000428997,0.000430275,1.002792372,0.9973104,1.008304,,1.001794874,0.995070805,1.008564379,1.001534674,0.995411837,1.007695174,1.005270197,0.972138964,1.039530569,1.002792372,0.9973104,1.008304476
Age 60+ Female,-0.000509555,0.00408665,0.999490575,0.991516798,1.007528,0.002862691,0.037100526,1.00028631,0.993038907,1.007586606,0.000488857,0.001733089,1.006276988,0.963461869,1.050995,0.000279616,0.000511334,1.001819157,0.995314122,1.008367,,0.999490575,0.991516798,1.007528477,1.00028631,0.993038907,1.007586606,1.006276988,0.963461869,1.05099476,1.001819157,0.995314122,1.008366706
Age 60+ Male,0.005297192,0.004748279,1.005311247,0.995998592,1.014711,0.0344861,0.04330474,1.003454563,0.994973556,1.012007861,0.00056675,0.00201116,1.007280777,0.957718312,1.059408,0.000655568,0.000595501,1.004270284,0.996680033,1.011918,,1.005311247,0.995998592,1.014710976,1.003454563,0.994973556,1.012007861,1.007280777,0.957718312,1.059408128,1.004270284,0.996680033,1.011918339
All: LAG 5,-0.001508909,0.002067376,0.998492229,0.994454468,1.002546,-0.01450633,0.01886451,0.998550419,0.994865152,1.002249337,0.00024895,0.000608925,1.003191642,0.987982642,1.018635,-0.00028433,0.000259077,0.998153562,0.994864446,1.001454,,0.998492229,0.994454468,1.002546385,0.998550419,0.994865152,1.002249337,1.003191642,0.987982642,1.01863477,0.998153562,0.994864446,1.001453551
Female,-0.00077643,0.002576849,0.999223871,0.99418989,1.004283,-0.0139349,0.0234223,0.99860748,0.994033609,1.003202398,0.000309439,0.000776406,1.003968674,0.984602124,1.023716,-0.000125464,0.000322432,0.999184816,0.9950888,1.003298,,0.999223871,0.99418989,1.004283341,0.99860748,0.994033609,1.003202398,1.003968674,0.984602124,1.023716152,0.999184816,0.9950888,1.003297693
Male,-0.002104276,0.002299859,0.997897936,0.993409812,1.002406,-0.01493874,0.02106948,0.998507241,0.99439229,1.002639221,0.000277573,0.000783071,1.003559254,0.984036046,1.02347,-0.000413163,0.000288571,0.997318043,0.99365824,1.000991,,0.997897936,0.993409812,1.002406338,0.998507241,0.99439229,1.002639221,1.003559254,0.984036046,1.023469801,0.997318043,0.99365824,1.000991326
Warm All,-0.00298942,0.002453487,0.997015044,0.992232073,1.001821,-0.04154705,0.02989095,0.995853914,0.990036635,1.001705374,0.000292696,0.000757626,1.003753536,0.984855044,1.023015,-0.000336965,0.000340996,0.997812124,0.993486742,1.002156,,0.997015044,0.992232073,1.001821071,0.995853914,0.990036635,1.001705374,1.003753536,0.984855044,1.023014673,0.997812124,0.993486742,1.002156338
Warm Female,-0.004354498,0.002936585,0.995654969,0.989940732,1.001402,-0.05808857,0.0358445,0.994207982,0.98724763,1.001217405,0.000349042,0.000997683,1.004477733,0.979647826,1.029937,-0.000403625,0.000408991,0.997379876,0.992196499,1.00259,,0.995654969,0.989940732,1.001402191,0.994207982,0.98724763,1.001217405,1.004477733,0.979647826,1.029936973,0.997379876,0.992196499,1.002590332
Warm Male,-0.001886267,0.002864495,0.998115511,0.992527383,1.003735,-0.02827504,0.0348736,0.99717649,0.990383805,1.004015763,0.000342678,0.000999747,1.004395912,0.979517305,1.029906,-0.000280056,0.000397469,0.998181292,0.993139522,1.003249,,0.998115511,0.992527383,1.003735101,0.99717649,0.990383805,1.004015763,1.004395912,0.979517305,1.029906407,0.998181292,0.993139522,1.003248657
Cold All,-0.001139445,0.003548294,0.998861204,0.991938568,1.005832,0.000646189,0.024858861,1.000064621,0.995203821,1.004949163,0.000441252,0.000998482,1.005664006,0.980785114,1.031174,-0.000283265,0.000390076,0.998160472,0.99321235,1.003133,,0.998861204,0.991938568,1.005832152,1.000064621,0.995203821,1.004949163,1.005664006,0.980785114,1.031173983,0.998160472,0.99321235,1.003133244
Cold Female,0.002452439,0.004523647,1.002455449,0.993606616,1.011383,0.007879951,0.031765621,1.000788306,0.994576693,1.007038713,0.000561805,0.001238355,1.007217022,0.976406048,1.039,7.72E-05,0.000497392,1.000501648,0.99418174,1.006862,,1.002455449,0.993606616,1.011383087,1.000788306,0.994576693,1.007038713,1.007217022,0.976406048,1.039000252,1.000501926,0.994182016,1.006862011
Cold Male,-0.004245211,0.003813516,0.995763787,0.988348706,1.003235,-0.005560318,0.026686854,0.999444123,0.994230055,1.004685535,0.000474767,0.001260532,1.00609552,0.974776359,1.038421,-0.000593504,0.000419207,0.996149656,0.990843703,1.001484,,0.995763787,0.988348706,1.0032345,0.999444123,0.994230055,1.004685535,1.00609552,0.974776359,1.038420952,0.996149656,0.990843703,1.001484021
Age 0-10 All,-0.003861706,0.00412243,0.996145741,0.98812935,1.004227,-0.0432751,0.03858928,0.99568184,0.98817941,1.00324123,0.000497021,0.001071344,1.006382148,0.979693012,1.033798,-0.000714109,0.000521678,0.995369048,0.988775583,1.002006,,0.996145741,0.98812935,1.004227166,0.99568184,0.98817941,1.00324123,1.006382148,0.979693012,1.03379836,0.995369048,0.988775583,1.00200648
Age 0-10 Female,-0.00729459,0.005706938,0.992731951,0.981689523,1.003899,-0.03807116,0.05342801,0.996200122,0.985822456,1.006687033,0.000688518,0.001486624,1.008851979,0.971918435,1.047189,-0.00092368,0.000722672,0.994014068,0.984904338,1.003208,,0.992731951,0.981689523,1.003898588,0.996200122,0.985822456,1.006687033,1.008851979,0.971918435,1.047189023,0.994014068,0.984904338,1.003208056
Age 0-10 Male,-0.001356834,0.005037743,0.998644086,0.98883202,1.008554,-0.04677471,0.04722078,0.995333451,0.986163868,1.004588296,0.000607068,0.001311169,1.007800739,0.975188847,1.041503,-0.000559835,0.000637298,0.996367685,0.988310752,1.00449,,0.998644086,0.98883202,1.008553516,0.995333451,0.986163868,1.004588296,1.007800739,0.975188847,1.041503225,0.996367685,0.988310752,1.0044903
Age 11-60 All,-0.00102741,0.002217687,0.998973118,0.994640338,1.003325,-0.01158233,0.02019132,0.998842437,0.994897331,1.002803187,0.000267716,0.000747819,1.003432643,0.984782457,1.022436,-0.000212686,0.00027761,0.998618496,0.995092869,1.002157,,0.998973118,0.994640338,1.003324771,0.998842437,0.994897331,1.002803187,1.003432643,0.984782457,1.022436033,0.998618496,0.995092869,1.002156615
Age 11-60 Female,0.001343544,0.002957078,1.001344447,0.995557568,1.007165,-0.004298905,0.026811015,0.999570202,0.994331279,1.004836728,0.000355687,0.000969817,1.004563173,0.980416326,1.029305,0.000155608,0.000369427,1.001011964,0.99631177,1.005734,,1.001344447,0.995557568,1.007164963,0.999570202,0.994331279,1.004836728,1.004563173,0.980416326,1.029304738,1.001011964,0.99631177,1.005734331
Age 11-60 Male,-0.002696676,0.002491036,0.997306957,0.992449542,1.002188,-0.01675723,0.02276578,0.99832568,0.993880982,1.002790255,0.000301507,0.001011441,1.003866746,0.97871407,1.029666,-0.000471474,0.000312255,0.99694011,0.992982032,1.000914,,0.997306957,0.992449542,1.002188145,0.99832568,0.993880982,1.002790255,1.003866746,0.97871407,1.029665839,0.99694011,0.992982032,1.000913965
Age 60+All,-0.00181149,0.003446199,0.99819015,0.991470544,1.004955,-0.00829375,0.03125354,0.999170969,0.993069062,1.005310369,0.000410899,0.001328965,1.005273363,0.972309056,1.039355,-0.000275302,0.000431032,0.998212137,0.99274563,1.003709,,0.99819015,0.991470544,1.004955297,0.999170969,0.993069062,1.005310369,1.005273363,0.972309056,1.039355263,0.998212137,0.99274563,1.003708745
Age 60+ Female,-0.003219693,0.004096567,0.996785485,0.988814069,1.004821,-0.02779342,0.03701568,0.997224517,0.990015761,1.004485762,0.000488974,0.001730456,1.006278495,0.963526957,1.050927,-0.000479233,0.000511937,0.996889832,0.990409196,1.003413,,0.996785485,0.988814069,1.004821163,0.997224517,0.990015761,1.004485762,1.006278495,0.963526957,1.050926911,0.996889832,0.990409196,1.003412874
Age 60+ Male,0.000332128,0.004761238,1.000332183,0.991040479,1.009711,0.02155024,0.04334658,1.002157348,0.993679155,1.010707877,0.00056678,0.001987037,1.007281164,0.958298464,1.058768,3.63E-05,0.00059628,1.00023582,0.992666209,1.007863,,1.000332183,0.991040479,1.009711003,1.002157348,0.993679155,1.010707877,1.007281164,0.958298464,1.058767577,1.000235978,0.992666366,1.007863312
All: LAG 6,-0.00217928,0.002064862,0.997823093,0.993792934,1.00187,0.01005535,0.01897473,1.001006041,0.997290166,1.004735761,0.000248672,0.000610238,1.003188073,0.987946582,1.018665,-0.000372546,0.000259068,0.997581381,0.994294265,1.000879,,0.997823093,0.993792934,1.001869595,1.001006041,0.997290166,1.004735761,1.003188073,0.987946582,1.018664701,0.997581381,0.994294265,1.000879364
Female,-0.000843516,0.002571866,0.99915684,0.994132906,1.004206,0.03049461,0.02349445,1.003054115,0.998445758,1.007683743,0.00030871,0.00077476,1.003959305,0.984633596,1.023664,-0.000151679,0.000322185,0.999014572,0.994922384,1.003124,,0.99915684,0.994132906,1.004206163,1.003054115,0.998445758,1.007683743,1.003959305,0.984633596,1.023664327,0.999014572,0.994922384,1.003123592
Male,-0.003273477,0.002296763,0.996731875,0.992255016,1.001229,-0.006976769,0.021218512,0.999302566,0.995155269,1.003467148,0.000277362,0.000787965,1.003556543,0.983912575,1.023593,-0.000552937,0.000288534,0.996412361,0.992756349,1.000082,,0.996731875,0.992255016,1.001228933,0.999302566,0.995155269,1.003467148,1.003556543,0.983912575,1.023592706,0.996412361,0.992756349,1.000081836
Warm All,-0.006993079,0.002466827,0.993031316,0.988241617,0.997844,-0.06741664,0.030037,0.99328101,0.987450494,0.999145953,0.000292999,0.00075995,1.003757429,0.984801443,1.023078,-0.000737618,0.000344059,0.995216958,0.990864159,0.999589,,0.993031316,0.988241617,0.997844229,0.99328101,0.987450494,0.999145953,1.003757429,0.984801443,1.023078289,0.995216958,0.990864159,0.999588879
Warm Female,-0.008870016,0.002943293,0.991169207,0.985467757,0.996904,-0.05899074,0.03589262,0.994118291,0.987149258,1.001136525,0.000348002,0.000993839,1.004464361,0.979729263,1.029824,-0.000922288,0.000411413,0.994023061,0.988826618,0.999247,,0.991169207,0.985467757,0.996903642,0.994118291,0.987149258,1.001136525,1.004464361,0.979729263,1.029823943,0.994023061,0.988826618,0.999246813
Warm Male,-0.005486758,0.00287833,0.994528267,0.988933406,1.000155,-0.07371003,0.03502428,0.992656096,0.985865087,0.999493884,0.000342718,0.001005893,1.004396426,0.979366786,1.030066,-0.000587364,0.000400597,0.996189413,0.991118206,1.001287,,0.994528267,0.988933406,1.000154781,0.992656096,0.985865087,0.999493884,1.004396426,0.979366786,1.030065749,0.996189413,0.991118206,1.001286567
Cold All,0.003515843,0.00351292,1.003522031,0.99663619,1.010455,0.05170576,0.02493582,1.005183966,1.000283195,1.010108748,0.000441828,0.001005452,1.00567142,0.980620856,1.031362,-7.37E-05,0.000386822,0.999520867,0.994607233,1.004459,,1.003522031,0.99663619,1.010455446,1.005183966,1.000283195,1.010108748,1.00567142,0.980620856,1.031361917,0.999521065,0.99460743,1.004458974
Cold Female,0.009147705,0.004480448,1.009189673,1.000366094,1.018091,0.07518038,0.0318452,1.007546369,1.001277194,1.013854798,0.000563058,0.001245166,1.007233176,0.976254877,1.039194,5.19E-04,0.00049371,1.003381101,0.997089776,1.009712,,1.009189673,1.000366094,1.018091079,1.007546369,1.001277194,1.013854798,1.007233176,0.976254877,1.039194472,1.003379197,0.997087883,1.009710206
Cold Male,-0.00137827,0.003774336,0.998622679,0.991262428,1.006038,0.03141998,0.02679842,1.003146939,0.997891733,1.008429821,0.000475261,0.001271871,1.006101882,0.974505263,1.038723,-0.000587344,0.00041524,0.996189542,0.990933458,1.001474,,0.998622679,0.991262428,1.006037582,1.003146939,0.997891733,1.008429821,1.006101882,0.974505263,1.038722965,0.996189542,0.990933458,1.001473506
